,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
55,Unidentified Armed Group (Mali),Civilians (Mali),Mopti,Bankass,Diallassagou,,,Mali,7153544,2020-06-26,MLI3972,3972,Violence against civilians,0,2,3,7,37,466,MLI,13.6500,Diallaye,-3.5230,"On 26 June 2020, unknown gunmen abducted five young men in the bush near the village of Diallaye (Bankass, Mopti). Four were subsequently released while one was kept in captivity.",Western Africa,Studio Tamani,Subnational,Abduction/forced disappearance,1,1594063540,2020
56,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-) Gendarmerie,Segou,Segou,Dougabougou,,,Mali,7136166,2020-06-26,MLI3963,3963,Battles,0,1,2,1,12,466,MLI,13.8257,Dougabougou,-6.1297,"On 26 June 2020, suspected JNIM militants attacked a gendarmerie position in Dougabougou (Segou, Segou), burned a motorbike and seized another. No casualties reported.",Western Africa,Whatsapp,New media,Armed clash,1,1593456871,2020
57,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-),Mopti,Koro,Dinangourou,,,Mali,7135655,2020-06-26,MLI3962,3962,Explosions/Remote violence,6,1,2,1,12,466,MLI,14.4510,Dinangorou,-2.2442,"On 26 June 2020, suspected JNIM militants attacked a Malian army position in Dinangourou (Koro, Mopti) reportedly using two suicide car bombs. Two soldiers were killed and four others wounded with later two soldiers succumbing to their wounds. 6 fatalities total.",Western Africa,Mali Actu; Maliweb; FAMAMali; aBamako; Kibaru,National,Suicide bomb,1,1593456869,2020
58,Protesters (Mali),,Tombouctou,Niafunke,Souboundou,,,Mali,7135654,2020-06-25,MLI3961,3961,Protests,0,1,6,0,60,466,MLI,15.9322,Niafounke,-3.9906,"On 25 June 2020, several hundreds of residents staged a demonstration in Niafounke (Niafunke, Tombouctou), to demand the liberation of Soumaila Cisse, the head of the opposition. [size=several hundreds]",Western Africa,Studio Tamani; Nord Sud Journal; Kibaru; Mali Actu; AMAP; Essor; Undisclosed Source; Maliweb,Local partner-Other,Peaceful protest,1,1593456869,2020
59,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Civilians (Mali),Mopti,Bankass,Ouenkoro,,Dogon Ethnic Group (Mali),Mali,7153371,2020-06-25,MLI3971,3971,Violence against civilians,1,2,2,7,27,466,MLI,13.3300,Lema,-3.6760,"On 25 June 2020, suspected JNIM or ISGS militants abducted and executed a Dogon man, and reportedly booby-trapped the corpse in the area of Lema (Bankass, Mopti). The villagers who discovered the body defused the explosive device.",Western Africa,Koro Kibaru,New media,Attack,1,1594063539,2020
60,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Bara,,,Mali,7136106,2020-06-24,MLI3958,3958,Violence against civilians,0,1,3,7,37,466,MLI,15.8200,Gouthine-Bara,0.3184,"On 24 June 2020, unknown gunmen stripped belongings from passengers on a communal transport bus, and opened fire against another bus in Gouthine-Bara (Ansongo, Gao). No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
61,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bankass,Tori,Pastoralists (Mali),Dogon Ethnic Group (Mali),Mali,7153012,2020-06-24,MLI3960,3960,Violence against civilians,3,1,4,7,47,466,MLI,13.6307,Nongo,-3.7591,"On 24 June 2020, suspected Fulani militiamen attacked the Dogon village of Nongo (Bankass, Mopti), killed three Dogon men, wounded three others, and three more went missing.",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1594063522,2020
62,Unidentified Armed Group (Mali),Koira Beri Communal Militia (Mali),Mopti,Douentza,Koubel Wel Koundia,,,Mali,7136118,2020-06-24,MLI3959,3959,Battles,0,1,3,4,34,466,MLI,15.0403,Koira Beri,-3.1961,"On 24 June 2020, unknown gunmen attacked the village of Koira Beri (Douentza, Mopti), with village self-defense repelling the attack. No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
63,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Ouattagouna,,Labour Group (Mali),Mali,7136135,2020-06-24,MLI3957,3957,Violence against civilians,0,1,3,7,37,466,MLI,15.3409,Fafa,0.7167,"On 24 June 2020, unknown gunmen entered the village of Fafa (Ansongo, Gao), assaulted and robbed employees of a telecommunications company and sabotaged a telecommunications antenna.",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
64,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Douentza,Douentza Commune,,Labour Group (Mali),Mali,7153072,2020-06-24,MLI3970,3970,Violence against civilians,0,2,2,7,27,466,MLI,14.9951,Douentza,-2.9517,"On 24 June 2020, suspected JNIM militants abducted the director of a youth center and three other people between Douentza and Boni (Douentza, Mopti). Three of the hostages were later released while the director was kept in captivity.",Western Africa,Essor; Undisclosed Source,Local partner-Other,Abduction/forced disappearance,1,1594063538,2020
65,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Civilians (Mali),Mopti,Douentza,Haire,,Aid Workers (Mali); UN: United Nations,Mali,7153585,2020-06-24,MLI3969,3969,Strategic developments,0,2,2,7,27,466,MLI,15.0766,Boni,-2.2198,"On 24 June 2020, suspected JNIM or ISGS militants robbed a UN agency vehicle loaded with humanitarian aid and briefly detained aid workers, 20km east of Boni (Douentza, Mopti).",Western Africa,Undisclosed Source,Local partner-Other,Looting/property destruction,1,1594063540,2020
66,JNIM: Group for Support of Islam and Muslims,,Mopti,Koro,Dioungani,,,Mali,7136103,2020-06-23,MLI3955,3955,Strategic developments,2,2,2,0,20,466,MLI,14.3467,Dounapen,-2.8059,"On 23 June 2020, two suspected JNIM militants were killed, and a machine gun and a motorbike destroyed, when an IED exploded while being planted near Dounapen (Koro, Mopti).",Western Africa,Undisclosed Source,Local partner-Other,Disrupted weapons use,1,1593456871,2020
67,Unidentified Armed Group (Mali),Goundaka Communal Militia (Mali),Mopti,Bandiagara,Pignari Bana,,,Mali,7136145,2020-06-23,MLI3956,3956,Battles,0,1,3,4,34,466,MLI,14.5001,Goundaka,-3.9468,"On 23 June 2020, unknown gunmen attacked made an incursion into the village of Goundaka (Bandiagara, Mopti). Village self-defense routed the attackers. No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
68,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Mopti,Koro,Diankabou,Pastoralists (Mali),,Mali,7136128,2020-06-22,MLI3951,3951,Battles,0,1,4,4,44,466,MLI,14.5674,Gondogourou,-2.9015,"On 22 June 2020, suspected Fulani militiamen attacked the Dogon village of Gondogourou (Koro, Mopti), and clashed with Dozo militiamen. No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
69,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Bourra,,,Mali,7136138,2020-06-22,MLI3954,3954,Strategic developments,0,1,3,7,37,466,MLI,15.4729,Tassiga,0.6941,"On 22 June 2020, unknown gunmen carjacked a vehicle and stripped passengers of their belongings in Tassiga (Ansongo, Gao).",Western Africa,Undisclosed Source,Local partner-Other,Looting/property destruction,1,1593456871,2020
70,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Madougou,Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali),Mali,7135652,2020-06-22,MLI3950,3950,Violence against civilians,1,2,4,7,47,466,MLI,14.3555,Anagadia,-2.9366,"On 22 June 2020, suspected Fulani militiamen killed a Dogon shepherd near the village of Anagadia (Koro, Mopti).",Western Africa,Koro Kibaru; Studio Tamani; Undisclosed Source,Local partner-Other,Attack,1,1593456869,2020
71,Military Forces of Mali (2013-),Fulani Ethnic Militia (Mali),Mopti,Djenne,Fakala,,Pastoralists (Mali),Mali,7135653,2020-06-22,MLI3953,3953,Battles,2,1,1,4,14,466,MLI,14.0080,Nia-Ouro,-4.1236,"On 22 June 2020, the Malian army entered the village of Nia-Ouro (Djenne, Mopti), killed between two and six alleged militants from a Fulani armed group, and recovered two weapons and two motorbikes. The army also arrested twenty people.",Western Africa,Twitter; Maliweb; Nord Sud Journal; Undisclosed Source; FAMAMali; AMAP; Essor,Local partner-Other,Armed clash,1,1593456869,2020
72,Military Forces of France (2017-),Islamic State (Greater Sahara),Gao,Ansongo,Tin Hama,,,Mali,7153071,2020-06-22,MLI3968,3968,Battles,10,3,8,2,28,466,MLI,15.5821,Tin-Hamma,0.8908,"On 22 June 2020, French Operation Barkhane forces conducted a combined air-ground operation against suspected ISGS militants in the Malian Liptako Region, coded as Tin-Hamma (Ansongo, Gao). An unspecified number of militants were killed and motorbikes destroyed. Unknown fatalities coded as 10.",Western Africa,Armee Francaise; Maliweb,National-International,Armed clash,1,1594063538,2020
73,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bandiagara,Sangha,Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali),Mali,7135927,2020-06-22,MLI3952,3952,Violence against civilians,1,1,4,7,47,466,MLI,14.4809,Ibi,-3.2632,"On 22 June 2020, suspected Fulani militiamen attacked the Dogon village of Ibi (Bandiagara, Mopti), and killed one individual.",Western Africa,Koro Kibaru,New media,Attack,1,1593456871,2020
74,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Bondo,Pastoralists (Mali),Dogon Ethnic Group (Mali); Women (Mali),Mali,7136133,2020-06-21,MLI3947,3947,Violence against civilians,0,1,4,7,47,466,MLI,14.1333,Bondo,-3.0063,"On 21 June 2020, suspected Fulani militiamen attacked the Dogon village of Bondo (Koro, Mopti), and wounded a Dogon woman.",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
75,Unidentified Armed Group (Mali),Civilians (Mali),Mopti,Bandiagara,Timiniri,,,Mali,7136137,2020-06-21,MLI3948,3948,Strategic developments,0,1,3,7,37,466,MLI,13.9983,Kembedi,-3.9821,"On 21 June 2020, unknown gunmen entered the hamlet of Kembedi (Bandiagara, Mopti), and burned carts belonging to the local population.",Western Africa,Undisclosed Source,Local partner-Other,Looting/property destruction,1,1593456871,2020
76,Islamic State (Greater Sahara),Civilians (Mali),Gao,Ansongo,Tin Hama,,Labour Group (Mali),Mali,7157151,2020-06-21,MLI3967,3967,Violence against civilians,0,1,2,7,27,466,MLI,15.5821,Tin-Hamma,0.8908,"On 21 June 2020, ISGS militants reportedly assaulted vendors of cigarettes and tobacco at the market in Tin-Hamma (Ansongo, Gao).",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1594671459,2020
77,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Mopti,Koro,Bondo,Pastoralists (Mali),,Mali,7135651,2020-06-21,MLI3949,3949,Battles,2,1,4,4,44,466,MLI,14.1672,Omo,-2.9817,"On 21 June 2020, suspected Fulani militiamen attacked the Dogon village of Omo (Koro, Mopti), and killed two Dozo militiamen.",Western Africa,Koro Kibaru; Undisclosed Source,Local partner-Other,Armed clash,1,1593456869,2020
78,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Mopti,Koro,Madougou,Pastoralists (Mali),,Mali,7136114,2020-06-20,MLI3944,3944,Battles,1,1,4,4,44,466,MLI,14.4552,Manterou,-2.9832,"On 20 June 2020, suspected Fulani militiamen attacked the Dogon village of Manterou (Koro, Mopti), killed one Dozo during a clash with local militiamen, and seized a motorbike.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
79,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Mopti,Koro,Madougou,Pastoralists (Mali),,Mali,7136116,2020-06-20,MLI3943,3943,Battles,0,1,4,4,44,466,MLI,14.3974,Gangouroubourou,-3.0287,"On 20 June 2020, suspected Fulani militiamen attacked the Dogon village of Gangouroubourou (Koro, Mopti). Village self-defense repelled the attack. No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
80,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Douentza,Haire,,,Mali,7136117,2020-06-20,MLI3942,3942,Violence against civilians,0,2,2,7,27,466,MLI,15.0076,Beni-Bebby,-2.1596,"On 20 June 2020, suspected JNIM militants abducted six people travelling aboard two vehicles near the village of Beni-Bebby (Douentza, Mopti).",Western Africa,Undisclosed Source,Local partner-Other,Abduction/forced disappearance,1,1593456871,2020
81,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Koro,Koro,,MSF: Doctors Without Borders; Aid Workers (Mali),Mali,7129731,2020-06-20,MLI3937,3937,Violence against civilians,0,2,2,7,27,466,MLI,14.0778,Koro,-3.0832,"On 20 June 2020, suspected JNIM militants abducted MSF staff and seized two vehicles near Koro (Koro, Mopti).",Western Africa,Twitter; Whatsapp,New media,Abduction/forced disappearance,1,1592852503,2020
82,Military Forces of Mali (2013-),Civilians (Mali),Segou,Niono,Nampalari,,,Mali,7136141,2020-06-20,MLI3946,3946,Violence against civilians,1,1,1,7,17,466,MLI,15.2797,Nampala,-5.5534,"On 20 June 2020, the Malian army killed a civilian and wounded another in Nampala (Niono, Segou).",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
83,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Ansongo,Ansongo,,,Mali,7136144,2020-06-20,MLI3941,3941,Violence against civilians,0,2,3,7,37,466,MLI,15.6597,Ansongo,0.5022,"On 20 June 2020, unknown gunmen opened fire against a vehicle and wounded one passenger in Tizimizi, 13km northwest of Ansongo (Ansongo, Gao).",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
84,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bandiagara,Pignari Bana,Pastoralists (Mali),Labour Group (Mali),Mali,7135650,2020-06-20,MLI3945,3945,Violence against civilians,2,2,4,7,47,466,MLI,14.5901,Midio-Bouri,-3.7892,"On 20 June 2020, suspected Fulani militiamen attacked a group of merchants near Migneboli [Midio-Bouri] (Bandiagara, Mopti), and killed two of them.",Western Africa,Undisclosed Source; Mali Jet,Local partner-Other,Attack,1,1593456869,2020
85,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Mopti,Koro,Madougou,Pastoralists (Mali),,Mali,7135551,2020-06-19,MLI3936,3936,Battles,1,1,4,4,44,466,MLI,14.3857,Kassawa,-3.0009,"On 19 June 2020, suspected Fulani militiamen attacked the village of Kassawa (Koro, Mopti), with Dozo self-defense responding to the attack. One individual was killed and another wounded.",Western Africa,Undisclosed Source; Mali Jet; Koro Kibaru,Local partner-Other,Armed clash,1,1593456014,2020
86,Protesters (Mali),Police Forces of Mali (2013-),Bamako,Bamako,Commune III,Muslim Group (Mali); URD: Union for the Republic and Democracy; M5-RFP: Movement of June 5 - Rally of Patriotic Forces,,Mali,7157090,2020-06-19,MLI3935,3935,Protests,0,1,6,1,16,466,MLI,12.6500,Bamako,-8.0000,"On 19 June 2020, tens of thousands of people, led by influential religious leaders and opposition parties (including the URD) who make up the M5-RFP: Movement of June 5 - Rally of Patriotic Forces, demonstrated at the independence square in Bamako (Bamako, Bamako) to demand that the president resign and also criticized the April legislative elections, calling for the National Assembly and constitutional court to be dissolved. Security forces fired tear gas to disperse the crowd, and blocked demonstrator access to the Koulouba presidential palace. [size=tens of thousands]",Western Africa,RFI; Reuters; AMAP; aBamako; AP; AFP; Studio Tamani; Essor,Subnational-National,Protest with intervention,1,1594671459,2020
87,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bandiagara,Pignari,Pastoralists (Mali),Dogon Ethnic Group (Mali); Farmers (Mali),Mali,7136099,2020-06-19,MLI3940,3940,Violence against civilians,1,1,4,7,47,466,MLI,14.2300,Modiodio Leye,-4.0350,"On 19 June 2020, suspected Fulani militiamen killed a Dogon farmer in Modiodio Leye (Bandiagara, Mopti).",Western Africa,Undisclosed Source,Local partner-Other,Attack,1,1593456871,2020
88,Protesters (Mali),,Kayes,Kayes,Kayes Commune,,,Mali,7135958,2020-06-19,MLI3939,3939,Protests,0,1,6,0,60,466,MLI,14.4417,Kayes,-11.4341,"On 19 June 2020, a number of residents staged a demonstration in Kayes (Kayes, Kayes) to demand the resignation of president Ibrahim Boubacar Keita. [size=no report]",Western Africa,Mali Online,National,Peaceful protest,1,1593456871,2020
89,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),Mopti,Koro,Kassa,,,Mali,7136112,2020-06-18,MLI3938,3938,Battles,0,1,4,4,44,466,MLI,14.7354,Berdossou,-3.0544,"On 18 June 2020, Dan Na Ambassagou attacked the Dogon village of Berdossou (Koro, Mopti) in an attempt to steal cattle. The village self-defense repelled the attack. No casualties reported.",Western Africa,Undisclosed Source,Local partner-Other,Armed clash,1,1593456871,2020
90,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Madougou,Pastoralists (Mali),Dogon Ethnic Group (Mali),Mali,7129728,2020-06-18,MLI3934,3934,Violence against civilians,1,1,4,7,47,466,MLI,14.3974,Gangouroubourou,-3.0287,"On 18 June 2020, suspected Fulani militiamen killed one Dogon villager in Gangouroubourou (Koro, Mopti).",Western Africa,Mali Jet; Koro Kibaru,New media-National,Attack,1,1592852503,2020
91,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Diankabou,Pastoralists (Mali),Dogon Ethnic Group (Mali),Mali,7130052,2020-06-18,MLI3933,3933,Violence against civilians,2,2,4,7,47,466,MLI,14.5860,Diankabou,-3.0805,"On 18 June 2020, suspected Fulani militiamen attacked the Dogon village of Dorodo, near Diankabou (Koro, Mopti), and killed two people.",Western Africa,Koro Kibaru,New media,Attack,1,1592852505,2020
